,МАРКА,t вып-обр,t обработка,t под током,t продувка,чист расход C,чист расход Cr,чист расход Mn,чист расход Si,чист расход V,температура первая,температура последняя,Ar (интенс.),эл. энергия (интенс.),произв жидкая сталь,произв количество обработок,расход газ Ar,сыпуч известь РП,сыпуч кокс пыль УСТК,сыпуч  кокс. мелочь КМ1,сыпуч  шпат плав.,ферспл CaC2,ферспл  FeV-80,ферспл  Mn5Si65Al0.5,ферспл SiMn18,ферспл  фх850А,эл. энергия,химсталь первый Al_1,химсталь первый C_1,химсталь первый Cr_1,химсталь первый Cu_1,химсталь первый Mn_1,химсталь первый Mo_1,химсталь первый N_1,химсталь первый Ni_1,химсталь первый P_1,химсталь первый S_1,химсталь первый Si_1,химсталь первый Ti_1,химсталь первый V_1,химсталь последний Al,химсталь последний C,химсталь последний Ca,химсталь последний Cr,химсталь последний Cu,химсталь последний Mn,химсталь последний Mo,химсталь последний N,химсталь последний Ni,химсталь последний P,химсталь последний S,химсталь последний Si,химсталь последний Ti,химсталь последний V,химшлак первый Al2O3_1,химшлак первый CaO_1,химшлак первый FeO_1,химшлак первый MgO_1,химшлак первый MnO_1,химшлак первый R_1,химшлак первый SiO2_1,химшлак последний Al2O3,химшлак последний CaO,химшлак последний FeO,химшлак последний MgO,химшлак последний MnO,химшлак последний R,химшлак последний SiO2,isna_SiO2,isna_Al2O3
4381,Э76ХФ,23.0,40.0166667,21.1666667,40.0166667,0.378488,0.121824,0.154474,0.11997000000000001,0.0410558,1570.0,1590.0,14.4607247,13436.2204724,116.3,1.0,19.289,0.146,0.05,0.396,0.042,0.02,0.051649,0.122,0.24,0.21600000000000003,4740.0,0.002,0.483,0.315,0.14400000000000002,0.653,0.006999999999999999,0.012,0.07400000000000001,0.01,0.02,0.457,0.002,0.003,0.003,0.765,0.0004,0.41600000000000004,0.14300000000000002,0.7859999999999999,0.006,0.013000000000000001,0.07400000000000001,0.011000000000000001,0.013999999999999999,0.565,0.003,0.037000000000000005,3.6,48.9,1.0,10.7,0.08,2.7,18.2,4.4,61.3,0.4,8.6,0.06,2.8,22.0,False,False
4382,Э76ХФ,10.0,42.0166667,23.0,42.0166667,0.408491,0.161868,0.225577,0.13858900000000002,0.0404238,1562.0,1590.0,13.3213672,13385.217391299999,114.8,1.0,18.512999999999998,0.12700000000000003,0.05,0.423,0.040999999999999995,0.02,0.050854,0.121,0.35200000000000004,0.287,5131.0,0.001,0.42700000000000005,0.282,0.085,0.596,0.005,0.013000000000000001,0.059000000000000004,0.006999999999999999,0.018000000000000002,0.446,0.001,0.002,0.003,0.779,0.0002,0.42100000000000004,0.084,0.797,0.004,0.012,0.059000000000000004,0.009000000000000001,0.013000000000000001,0.57,0.003,0.038,3.5,59.5,0.5,11.7,0.08,2.3,25.6,4.5,57.3,0.7,13.1,0.13,2.3,25.2,False,False
4383,Э76ХФ,19.0,41.2,22.35,41.2,0.408731,0.12238800000000001,0.13533299999999998,0.135278,0.0407394,1564.0,1602.0,17.844902899999997,14091.2751678,116.3,1.0,24.507,0.14600000000000002,0.050000100000000006,0.4340000000000001,0.055999999999999994,0.02,0.051251000000000005,0.154,0.209,0.217,5249.0,0.002,0.405,0.313,0.125,0.662,0.006,0.012,0.087,0.011000000000000001,0.022000000000000002,0.444,0.001,0.003,0.003,0.777,0.0002,0.41700000000000004,0.124,0.782,0.005,0.016,0.087,0.012,0.011000000000000001,0.5539999999999999,0.003,0.037000000000000005,3.1,52.7,0.4,10.3,0.09,2.8,18.7,4.1,56.9,0.5,12.2,0.17,2.3,24.9,False,False
4384,Э76ХФ,12.0,46.2333333,29.1,46.2333333,0.393883,0.13028399999999998,0.115257,0.11511099999999999,0.039675800000000004,1564.0,1608.0,9.8345515,12762.8865979,114.3,1.0,14.800999999999998,0.06300000000000001,0.05,0.415,0.040999999999999995,0.02,0.049913,0.131,0.17800000000000002,0.231,6190.0,0.002,0.441,0.309,0.091,0.682,0.006,0.012,0.071,0.011000000000000001,0.019,0.467,0.002,0.003,0.003,0.777,0.0002,0.424,0.091,0.7859999999999999,0.005,0.013000000000000001,0.07200000000000001,0.013000000000000001,0.015,0.547,0.003,0.038,3.8,61.1,1.0,16.8,0.2,2.9,21.4,3.9,55.7,0.5,11.9,0.19,2.2,25.0,False,False
4385,Э76ХФ,14.0,42.8666667,17.6833333,42.8666667,0.435742,0.103776,0.128518,0.139836,0.0391011,1592.0,1583.0,12.685344800000001,12839.2082941,113.9,1.0,17.985,0.075,0.05,0.47100000000000003,0.042,0.02,0.04919,0.16399999999999998,0.198,0.184,3784.0,0.002,0.40700000000000003,0.327,0.096,0.6659999999999999,0.01,0.012,0.084,0.013000000000000001,0.019,0.43799999999999994,0.001,0.003,0.003,0.772,0.0002,0.419,0.096,0.785,0.009000000000000001,0.013000000000000001,0.084,0.013999999999999999,0.012,0.565,0.003,0.037000000000000005,3.4,59.5,0.3,11.5,0.09,2.4,25.0,4.4,57.2,1.0,11.6,0.11,2.3,24.9,False,False
4386,Э76ХФ,9.0,46.7,14.816666699999999,46.7,0.420288,0.15679200000000001,0.18162,0.145254,0.0399064,1604.0,1583.0,12.2267429,12950.2812148,116.3,1.0,18.999000000000002,0.06300000000000001,0.05,0.44,0.042,0.02,0.050203,0.15,0.282,0.278,3198.0,0.002,0.43,0.28,0.07400000000000001,0.624,0.005,0.013000000000000001,0.052000000000000005,0.009000000000000001,0.016,0.441,0.001,0.003,0.003,0.777,0.0001,0.41700000000000004,0.076,0.7879999999999999,0.004,0.013999999999999999,0.053,0.01,0.012,0.569,0.003,0.037000000000000005,3.8,51.4,0.5,15.9,0.15,2.6,19.7,4.6,54.8,0.4,12.0,0.15,2.1,25.6,False,False
4387,Э76ХФ,8.0,43.85,13.483333300000002,43.85,0.37596,0.093624,0.066572,0.085914,0.039388900000000004,1595.0,1584.0,10.9268722,13078.368356,114.1,1.0,15.847000000000001,0.06300000000000001,0.05,0.401,0.042,0.02,0.049552,0.106,0.102,0.166,2939.0,0.001,0.442,0.336,0.08199999999999999,0.722,0.006,0.011000000000000001,0.066,0.01,0.016,0.479,0.002,0.003,0.003,0.773,0.0003,0.41600000000000004,0.081,0.7809999999999999,0.005,0.012,0.066,0.011000000000000001,0.011000000000000001,0.5589999999999999,0.003,0.036000000000000004,3.4,49.1,0.5,11.0,0.11,3.0,16.5,3.8,51.9,0.6,15.4,0.16,2.6,19.7,False,False
4388,Э76ХФ,9.0,43.2,20.9166667,43.2,0.404885,0.135924,0.139546,0.10375899999999999,0.039704500000000004,1565.0,1581.0,14.1455954,13361.5936255,116.8,1.0,20.295,0.116,0.05,0.426,0.043,0.02,0.049949,0.10300000000000001,0.217,0.24100000000000002,4658.0,0.002,0.42700000000000005,0.301,0.081,0.662,0.006,0.011000000000000001,0.064,0.006999999999999999,0.015,0.469,0.002,0.003,0.003,0.769,0.0001,0.41700000000000004,0.08,0.7859999999999999,0.005,0.013000000000000001,0.064,0.008,0.011000000000000001,0.565,0.003,0.035,3.4,51.3,1.2,8.7,0.11,3.1,16.7,7.2,58.7,0.4,10.5,0.06,2.8,20.9,False,False
4389,Э76ХФ,10.0,43.05,20.4833333,43.05,0.386125,0.107724,0.06567,0.123453,0.0397625,1576.0,1594.0,7.9001175,13289.8291294,116.6,1.0,11.205,0.116,0.05,0.41100000000000003,0.042,0.02,0.050022000000000004,0.165,0.099,0.191,4537.0,0.002,0.44299999999999995,0.327,0.086,0.726,0.006999999999999999,0.011000000000000001,0.061,0.011000000000000001,0.016,0.457,0.002,0.003,0.003,0.77,0.0004,0.423,0.087,0.797,0.006,0.012,0.06,0.012,0.013000000000000001,0.59,0.004,0.037000000000000005,3.6,61.3,0.7,14.4,0.12,2.9,21.3,5.0,61.3,0.3,8.5,0.06,2.8,22.2,False,False
4390,Э76ХФ,11.0,45.7,21.6666667,45.7,0.38044,0.12746400000000002,0.09854299999999999,0.102899,0.0393511,1568.0,1580.0,11.5949945,13148.307692299999,114.7,1.0,17.502,0.105,0.05,0.39899999999999997,0.042,0.02,0.049443,0.11900000000000001,0.152,0.226,4748.0,0.002,0.442,0.307,0.066,0.7020000000000001,0.004,0.011000000000000001,0.046,0.008,0.015,0.475,0.002,0.003,0.003,0.78,0.0003,0.419,0.067,0.79,0.004,0.013000000000000001,0.047,0.01,0.011000000000000001,0.574,0.004,0.037000000000000005,3.6,62.2,1.0,11.9,0.1,2.8,21.9,6.9,58.4,0.3,9.3,0.06,2.8,20.7,False,False
4391,Э76ХФ,11.0,48.8833333,18.033333300000002,48.8833333,0.46471999999999997,0.12746400000000002,0.15226800000000001,0.155875,0.0405944,1579.0,1586.0,11.4296625,13122.3659889,117.9,1.0,18.624000000000002,0.12600000000000003,0.05,0.501,0.040999999999999995,0.02,0.050998,0.179,0.235,0.226,3944.0,0.002,0.36,0.309,0.085,0.654,0.005,0.011000000000000001,0.05,0.008,0.02,0.434,0.001,0.003,0.003,0.772,0.0003,0.415,0.083,0.787,0.004,0.013999999999999999,0.051,0.009000000000000001,0.013999999999999999,0.58,0.003,0.037000000000000005,3.6,50.7,0.8,12.6,0.19,2.7,19.1,4.4,57.6,0.4,14.1,0.08,2.3,25.2,False,False
4392,Э76ХФ,14.0,46.55,16.85,46.55,0.411175,0.12125999999999999,0.101797,0.130677,0.0397889,1592.0,1591.0,8.8839231,13712.7596439,115.1,1.0,13.738,0.10000000000000002,0.05,0.43799999999999994,0.040999999999999995,0.02,0.049986,0.161,0.156,0.215,3851.0,0.002,0.428,0.316,0.08199999999999999,0.696,0.004,0.01,0.052000000000000005,0.009000000000000001,0.016,0.446,0.002,0.003,0.003,0.778,0.0002,0.419,0.083,0.785,0.004,0.012,0.053,0.009000000000000001,0.012,0.561,0.003,0.037000000000000005,3.7,55.8,0.7,13.5,0.08,2.3,24.6,4.7,61.8,0.6,7.9,0.08,2.7,22.5,False,False
4393,Э76ХФ,17.0,47.033333299999995,23.033333300000002,47.033333299999995,0.39377,0.12972,0.125638,0.126248,0.0402203,1562.0,1588.0,11.1269813,13160.0578871,116.6,1.0,17.355,0.05099999999999999,0.05,0.414,0.042,0.02,0.050527999999999997,0.14400000000000002,0.19399999999999998,0.23,5052.0,0.002,0.41,0.306,0.087,0.669,0.006,0.01,0.057,0.006999999999999999,0.017,0.449,0.002,0.003,0.004,0.77,0.0006,0.419,0.087,0.785,0.006,0.011000000000000001,0.057,0.009000000000000001,0.012,0.569,0.004,0.038,3.6,60.0,0.8,12.3,0.17,2.9,20.4,5.2,61.6,0.5,7.6,0.08,2.8,22.1,False,False
4394,Э76ХФ,14.0,45.4,17.0666667,45.4,0.40885,0.09249600000000001,0.088326,0.121905,0.0396161,1597.0,1580.0,9.755613199999999,13120.3125,114.5,1.0,14.628,0.101,0.05,0.441,0.042,0.02,0.049769,0.153,0.135,0.16399999999999998,3732.0,0.002,0.441,0.336,0.079,0.6990000000000001,0.005,0.009000000000000001,0.057,0.01,0.018000000000000002,0.44799999999999995,0.002,0.003,0.003,0.768,0.0001,0.41700000000000004,0.078,0.785,0.004,0.012,0.057,0.011000000000000001,0.015,0.565,0.003,0.038,3.3,55.3,0.5,16.9,0.19,2.3,23.6,4.1,55.9,0.4,16.4,0.08,2.5,22.1,False,False
4395,Э76ХФ,16.0,42.8666667,15.65,42.8666667,0.439145,0.11449200000000001,0.122202,0.139406,0.0385789,1567.0,1582.0,10.346838400000001,13548.8817891,114.1,1.0,14.727,0.05099999999999999,0.05,0.473,0.04,0.02,0.048466,0.166,0.188,0.203,3534.0,0.001,0.41100000000000003,0.317,0.10099999999999999,0.6629999999999999,0.005,0.01,0.055999999999999994,0.008,0.019,0.44,0.001,0.003,0.003,0.7709999999999999,0.0002,0.418,0.102,0.7859999999999999,0.004,0.012,0.055999999999999994,0.01,0.015,0.568,0.003,0.037000000000000005,3.8,52.4,1.1,23.3,0.84,2.5,21.2,4.5,49.2,0.5,14.0,0.14,2.4,20.6,False,False
4396,Э76ХФ,9.0,43.3333333,18.0166667,43.3333333,0.44797,0.12295199999999999,0.129794,0.116487,0.0399035,1569.0,1580.0,12.4310769,13157.816836299999,116.9,1.0,17.956,0.116,0.05,0.48200000000000004,0.040999999999999995,0.02,0.05013,0.127,0.201,0.218,3951.0,0.002,0.406,0.311,0.092,0.667,0.005,0.01,0.059000000000000004,0.009000000000000001,0.02,0.456,0.001,0.003,0.003,0.765,0.0002,0.41600000000000004,0.091,0.787,0.005,0.013000000000000001,0.059000000000000004,0.01,0.013000000000000001,0.569,0.003,0.038,3.2,51.1,0.5,13.0,0.16,2.8,18.6,4.6,57.2,0.4,13.3,0.08,2.6,22.1,False,False
4397,Э76ХФ,8.0,49.3666667,15.666666699999999,49.3666667,0.41026999999999997,0.13535999999999998,0.08290399999999999,0.130298,0.040248900000000004,1597.0,1581.0,11.893247800000001,13400.425531899999,115.9,1.0,19.570999999999998,0.116,0.05,0.435,0.040999999999999995,0.02,0.050564,0.16799999999999998,0.126,0.24,3499.0,0.002,0.40299999999999997,0.307,0.08900000000000001,0.7120000000000001,0.005,0.009000000000000001,0.057999999999999996,0.01,0.016,0.45899999999999996,0.001,0.003,0.003,0.775,0.0002,0.423,0.08900000000000001,0.792,0.005,0.013999999999999999,0.06,0.01,0.011000000000000001,0.573,0.003,0.038,3.7,49.8,0.8,14.6,0.18,2.6,19.1,5.3,60.2,0.4,11.4,0.07,2.7,22.1,False,False
4398,Э76ХФ,13.0,46.1666667,23.8166667,46.1666667,0.72836,0.099264,0.09350499999999999,0.122396,0.039155199999999994,1559.0,1582.0,11.6506137,13732.400279899999,115.7,1.0,17.929000000000002,0.168,0.05,0.8340000000000001,0.031,0.02,0.04919,0.15,0.14300000000000002,0.17600000000000002,5451.0,0.002,0.188,0.335,0.092,0.7090000000000001,0.006,0.01,0.062,0.009000000000000001,0.018000000000000002,0.46,0.001,0.003,0.003,0.75,0.0001,0.415,0.08900000000000001,0.782,0.005,0.012,0.061,0.011000000000000001,0.013000000000000001,0.561,0.003,0.036000000000000004,3.7,60.1,0.6,16.1,0.24,2.7,22.2,3.2,57.3,0.5,14.8,0.2,2.2,25.6,False,False
4401,Э90ХАФ,35.0,46.6833333,24.05,46.1833333,0.50762,0.10828800000000001,0.13940999999999998,0.118652,0.0938749,1571.0,1599.0,16.264415900000003,13414.5530146,115.9,1.0,13.382,0.11000000000000001,0.05,0.5579999999999999,0.042,0.02,0.104275,0.125,0.21600000000000003,0.192,5377.0,0.002,0.444,0.196,0.08800000000000001,0.6829999999999999,0.006,0.011000000000000001,0.062,0.009000000000000001,0.016,0.449,0.001,0.002,0.003,0.857,0.0003,0.293,0.09,0.812,0.004,0.016,0.063,0.011000000000000001,0.013000000000000001,0.546,0.003,0.085,3.0,60.1,0.6,12.3,0.22,2.6,23.6,4.3,58.0,0.6,6.2,0.16,2.2,26.1,False,False
4402,Э90ХАФ,38.0,48.9,26.0666667,48.5666667,0.4829273,0.10434,0.09339700000000001,0.11848399999999999,0.0917122,1562.0,1599.0,13.6278038,13440.1534527,114.0,1.0,17.754,0.22200000000000003,0.05,0.527,0.040999999999999995,0.02,0.10225,0.14400000000000002,0.14300000000000002,0.185,5839.0,0.002,0.465,0.198,0.084,0.721,0.005,0.011000000000000001,0.052000000000000005,0.012,0.017,0.447,0.002,0.003,0.004,0.8590000000000001,0.0004,0.29,0.08199999999999999,0.804,0.003,0.013999999999999999,0.052000000000000005,0.013000000000000001,0.01,0.544,0.003,0.085,4.5,58.8,0.6,11.0,0.2,2.5,23.4,4.9,51.0,0.6,7.5,0.14,2.6,19.4,False,False
4403,Э90ХАФ,43.0,43.033333299999995,25.0666667,43.033333299999995,0.5023782999999999,0.09700800000000001,0.149498,0.118796,0.0928193,1539.0,1588.0,20.680273100000004,14134.3085106,115.3,1.0,15.987,0.147,0.05,0.5479999999999999,0.038,0.02,0.10344300000000001,0.121,0.23199999999999998,0.172,5905.0,0.002,0.42100000000000004,0.20600000000000002,0.083,0.662,0.005,0.013000000000000001,0.057999999999999996,0.008,0.015,0.444,0.001,0.003,0.003,0.858,0.0003,0.29100000000000004,0.084,0.7929999999999999,0.003,0.018000000000000002,0.06,0.011000000000000001,0.011000000000000001,0.532,0.003,0.084,3.7,49.5,0.8,12.0,0.32,2.6,19.1,4.2,56.6,0.6,13.1,0.17,2.2,25.4,False,False
4404,Э90ХАФ,36.0,49.3833333,23.8666667,49.033333299999995,0.46787349999999994,0.027636,0.122846,0.112224,0.0904997,1567.0,1587.0,15.7120084,13263.687150799999,113.2,1.0,16.646,0.136,0.05,0.52,0.040999999999999995,0.02,0.101201,0.122,0.19,0.049,5276.0,0.002,0.47200000000000003,0.263,0.1,0.691,0.006,0.012,0.066,0.01,0.016,0.457,0.002,0.003,0.003,0.855,0.0003,0.28800000000000003,0.1,0.8029999999999999,0.005,0.018000000000000002,0.065,0.012,0.011000000000000001,0.546,0.003,0.084,3.7,53.1,0.4,10.6,0.12,2.6,20.5,3.5,57.3,0.5,13.2,0.19,2.2,25.7,False,False
4405,Э90ХАФ,43.0,47.533333299999995,21.716666699999998,47.2,0.503845,0.06373200000000001,0.129993,0.119984,0.09233739999999999,1566.0,1581.0,18.8492754,13797.697620899999,114.9,1.0,13.005999999999998,0.13699999999999998,0.05,0.562,0.040999999999999995,0.02,0.103154,0.131,0.201,0.113,4994.0,0.002,0.45799999999999996,0.231,0.11199999999999999,0.687,0.005,0.011000000000000001,0.064,0.01,0.016,0.446,0.002,0.003,0.004,0.855,0.0005,0.287,0.113,0.8009999999999999,0.004,0.018000000000000002,0.064,0.011000000000000001,0.011000000000000001,0.552,0.003,0.084,5.4,57.1,0.8,8.5,0.08,2.6,22.0,4.5,50.9,0.3,9.1,0.08,2.7,19.1,False,False
4406,Э90ХАФ,53.0,43.3666667,21.15,42.8833333,0.5129229999999999,0.065424,0.126029,0.159032,0.0910075,1584.0,1592.0,17.634231600000003,13341.843971600001,113.2,1.0,13.450999999999999,0.103,0.05,0.5720000000000001,0.040999999999999995,0.02,0.101345,0.193,0.193,0.11599999999999999,4703.0,0.002,0.414,0.22899999999999998,0.09300000000000001,0.6729999999999999,0.006999999999999999,0.012,0.066,0.013000000000000001,0.018000000000000002,0.405,0.001,0.004,0.003,0.846,0.0003,0.29,0.095,0.797,0.005,0.019,0.066,0.015,0.012,0.544,0.003,0.085,3.1,57.0,0.4,16.0,0.33,2.2,25.9,4.5,51.4,0.4,17.7,0.24,2.1,25.1,False,False
4407,Э90ХАФ,39.0,47.05,22.3333333,46.55,0.49048,0.093624,0.15365499999999999,0.10956800000000001,0.08903639999999999,1547.0,1579.0,13.2031364,13505.3731343,113.1,1.0,14.032,0.18600000000000005,0.05,0.539,0.042,0.02,0.099284,0.105,0.239,0.166,5027.0,0.002,0.45299999999999996,0.203,0.087,0.6609999999999999,0.006999999999999999,0.012,0.064,0.008,0.016,0.452,0.001,0.002,0.004,0.8440000000000001,0.0037,0.287,0.087,0.799,0.005,0.018000000000000002,0.064,0.01,0.011000000000000001,0.547,0.003,0.08199999999999999,3.6,59.7,0.3,10.3,0.1,2.4,25.0,3.2,57.2,0.5,14.3,0.21,2.2,25.5,False,False
4408,Э90ХАФ,41.0,45.033333299999995,20.9,45.033333299999995,0.5203589,0.05865599999999999,0.10625899999999999,0.12779200000000002,0.0922533,1580.0,1582.0,21.518148,12620.0956938,115.7,1.0,14.459000000000001,0.197,0.05,0.581,0.03,0.02,0.10300899999999999,0.153,0.163,0.10400000000000001,4396.0,0.002,0.42100000000000004,0.24,0.079,0.6990000000000001,0.006,0.01,0.063,0.01,0.024,0.447,0.002,0.002,0.004,0.856,0.0004,0.289,0.077,0.7909999999999999,0.005,0.019,0.062,0.011000000000000001,0.011000000000000001,0.544,0.003,0.083,3.4,53.0,0.7,8.5,0.09,2.9,18.5,4.3,49.7,0.9,8.3,0.12,2.5,20.0,False,False
4409,Э90ХАФ,41.0,47.3833333,20.55,46.8833333,0.48138500000000006,0.08742,0.100477,0.100988,0.0903927,1577.0,1583.0,16.2774617,13369.3430657,113.0,1.0,12.398,0.259,0.05,0.531,0.038,0.02,0.100948,0.114,0.155,0.155,4579.0,0.002,0.46399999999999997,0.212,0.079,0.7,0.005,0.011000000000000001,0.05,0.009000000000000001,0.016,0.46,0.002,0.002,0.004,0.846,0.0004,0.29100000000000004,0.081,0.79,0.003,0.018000000000000002,0.051,0.011000000000000001,0.011000000000000001,0.531,0.003,0.081,5.5,57.8,0.6,11.2,0.08,2.7,21.3,4.0,56.9,0.8,10.6,0.19,2.2,25.9,False,False
4410,Э90ХАФ,48.0,46.033333299999995,19.2,45.8666667,0.5194949999999999,0.089676,0.142441,0.11429600000000001,0.0919232,1581.0,1583.0,16.2760807,13415.625,114.8,1.0,9.413,0.21800000000000003,0.05,0.5760000000000001,0.0,0.02,0.10300899999999999,0.11699999999999999,0.221,0.159,4293.0,0.002,0.433,0.21100000000000002,0.091,0.6759999999999999,0.006,0.012,0.057999999999999996,0.009000000000000001,0.017,0.451,0.002,0.002,0.004,0.8420000000000001,0.0002,0.293,0.094,0.804,0.005,0.02,0.059000000000000004,0.011000000000000001,0.013999999999999999,0.541,0.003,0.084,4.9,45.1,0.6,8.5,0.09,2.6,17.7,6.4,50.9,1.0,7.2,0.13,2.5,20.7,False,False
4411,Э90ХАФ,53.0,45.533333299999995,19.6666667,45.1833333,0.48471000000000003,0.060912,0.127129,0.10755999999999999,0.0927895,1576.0,1590.0,17.370738,13310.8474576,114.6,1.0,11.18,0.14400000000000002,0.05,0.539,0.0,0.02,0.104058,0.113,0.19699999999999998,0.10800000000000001,4363.0,0.002,0.446,0.23399999999999999,0.075,0.679,0.006999999999999999,0.011000000000000001,0.064,0.009000000000000001,0.013000000000000001,0.45,0.002,0.003,0.003,0.845,0.0003,0.29,0.077,0.79,0.006,0.017,0.064,0.01,0.011000000000000001,0.5429999999999999,0.003,0.081,3.2,59.4,0.4,10.3,0.11,2.4,25.0,3.2,59.6,0.4,10.6,0.11,2.4,24.9,False,False
4412,Э90ХАФ,54.0,53.8833333,27.2166667,53.533333299999995,0.459905,0.069372,0.070128,0.074648,0.0905466,1552.0,1587.0,8.409386,13346.2339253,112.9,1.0,11.946,0.14500000000000002,0.05,0.509,0.040999999999999995,0.02,0.101201,0.086,0.10800000000000001,0.12300000000000001,6054.0,0.002,0.47600000000000003,0.223,0.079,0.7240000000000001,0.004,0.009000000000000001,0.052000000000000005,0.012,0.016,0.474,0.002,0.003,0.004,0.87,0.0005,0.287,0.079,0.792,0.003,0.013999999999999999,0.052000000000000005,0.013999999999999999,0.013000000000000001,0.546,0.003,0.085,6.7,59.4,0.6,11.7,0.08,3.1,19.3,3.2,59.3,0.4,10.4,0.12,2.4,24.6,False,False
4413,Э90ХАФ,65.0,42.3666667,18.5166667,42.1833333,0.5127385,0.040608,0.070668,0.094208,0.092227,1574.0,1580.0,16.949275399999998,13667.686768700001,114.5000001,1.0,11.695,0.14500000000000002,0.05,0.575,0.031,0.02,0.103371,0.116,0.10800000000000001,0.07200000000000001,4218.0,0.003,0.428,0.249,0.107,0.7240000000000001,0.005,0.01,0.06,0.013999999999999999,0.017,0.457,0.002,0.004,0.003,0.867,0.0003,0.271,0.11199999999999999,0.777,0.005,0.017,0.064,0.017,0.013000000000000001,0.522,0.003,0.084,4.1,60.3,0.5,12.3,0.14,2.7,22.1,4.3,58.9,0.8,11.5,0.14,2.7,22.1,False,False
4414,Э90ХАФ,66.0,50.033333299999995,18.3666667,49.8666667,0.465685,0.10208400000000001,0.124075,0.13391199999999998,0.0909513,1586.0,1583.0,15.3726894,12939.7459165,113.5,1.0,10.257,0.14899999999999997,0.05,0.508,0.062,0.02,0.101309,0.155,0.191,0.18100000000000002,3961.0,0.002,0.44799999999999995,0.196,0.10300000000000001,0.6809999999999999,0.006,0.01,0.077,0.011000000000000001,0.017,0.426,0.001,0.003,0.003,0.8440000000000001,0.0002,0.304,0.099,0.81,0.004,0.017,0.07200000000000001,0.013000000000000001,0.013000000000000001,0.5479999999999999,0.003,0.086,3.7,52.6,0.7,15.6,0.47,2.3,23.3,4.4,54.4,0.4,13.7,0.24,2.4,22.8,False,False
4415,Э90ХАФ,30.0,43.6833333,14.15,43.5,0.47083500000000006,0.11449200000000001,0.17588,0.11558800000000001,0.0879538,1587.0,1583.0,10.0721601,11703.180212000001,110.3,1.0,9.507,0.243,0.05,0.51,0.062,0.02,0.098633,0.105,0.27399999999999997,0.203,2760.0,0.002,0.45799999999999996,0.187,0.08800000000000001,0.632,0.006,0.012,0.059000000000000004,0.009000000000000001,0.016,0.439,0.001,0.002,0.004,0.836,0.0003,0.28800000000000003,0.095,0.785,0.006999999999999999,0.019,0.064,0.011000000000000001,0.009000000000000001,0.536,0.002,0.083,4.9,53.4,0.9,16.1,0.18,2.3,23.6,3.3,56.5,0.4,13.9,0.22,2.2,25.2,False,False
4416,Э90ХАФ,30.0,48.033333299999995,24.0666667,47.8666667,0.5098701,0.11562,0.19838,0.10874,0.0925046,1521.0,1579.0,18.175406,12876.7313019,115.4,1.0,13.056,0.108,0.17300000000000001,0.446,0.0,0.02,0.102973,0.085,0.31,0.205,5165.0,0.002,0.452,0.19,0.10800000000000001,0.624,0.009000000000000001,0.012,0.07,0.006999999999999999,0.016,0.442,0.001,0.002,0.003,0.843,0.0001,0.29,0.107,0.785,0.006999999999999999,0.02,0.071,0.008,0.01,0.54,0.003,0.081,6.2,54.5,0.3,13.7,0.09,2.6,21.3,3.7,57.1,0.6,13.5,0.25,2.2,25.7,False,False
4417,Э76ХФ,22.0,46.8333333,28.133333299999997,46.8333333,0.31404,0.13535999999999998,0.138523,0.109352,0.0389,1549.0,1628.0,15.359957099999999,13732.464455000001,115.6,1.0,23.889,0.113,0.05,0.314,0.0,0.02,0.048937,0.111,0.215,0.24,6439.0,0.002,0.48700000000000004,0.303,0.087,0.6579999999999999,0.006999999999999999,0.011000000000000001,0.057999999999999996,0.009000000000000001,0.013999999999999999,0.474,0.002,0.003,0.004,0.7609999999999999,0.0003,0.419,0.08800000000000001,0.775,0.006,0.013000000000000001,0.059000000000000004,0.009000000000000001,0.01,0.54,0.003,0.037000000000000005,3.7,61.4,0.8,8.7,0.13,2.8,21.7,6.0,57.8,0.5,9.3,0.09,2.7,21.7,False,False
4418,Э76ХФ,26.0,43.716666700000005,19.3833333,43.716666700000005,0.322275,0.124644,0.11756300000000001,0.126324,0.0392736,1570.0,1597.0,9.6135971,12598.4522786,114.6,1.0,13.905,0.116,0.05,0.327,0.040999999999999995,0.02,0.049407,0.146,0.18100000000000002,0.221,4070.0,0.002,0.514,0.306,0.085,0.6759999999999999,0.01,0.011000000000000001,0.07200000000000001,0.009000000000000001,0.015,0.461,0.002,0.003,0.003,0.763,0.0003,0.415,0.086,0.78,0.009000000000000001,0.013000000000000001,0.073,0.01,0.011000000000000001,0.5770000000000001,0.003,0.037000000000000005,4.5,60.1,0.4,11.4,0.08,2.8,21.3,5.3,58.2,1.0,5.6,0.08,2.7,21.6,False,False
4419,Э76ХФ,31.0,47.0166667,22.1833333,47.0166667,0.246835,0.105468,0.10285,0.11845599999999999,0.038756099999999995,1552.0,1589.0,10.2601914,12301.1269722,115.7,1.0,16.08,0.053,0.05,0.23800000000000002,0.040999999999999995,0.02,0.048756,0.14,0.158,0.187,4548.0,0.002,0.569,0.32799999999999996,0.08800000000000001,0.6940000000000001,0.013999999999999999,0.011000000000000001,0.078,0.012,0.013999999999999999,0.47100000000000003,0.002,0.003,0.003,0.7609999999999999,0.0002,0.418,0.086,0.777,0.013999999999999999,0.012,0.078,0.012,0.01,0.5589999999999999,0.003,0.037000000000000005,3.9,61.0,0.4,10.6,0.08,2.8,21.5,4.1,55.2,1.0,9.0,0.19,2.2,25.5,False,False
