;t вып-обр;t обработка;ПСН гр.;чист расход C;чист расход Si;чист расход V;температура первая;температура последняя;Ar (интенс.);эл. энергия (интенс.);произв жидкая сталь;произв количество обработок;расход газ Ar;сыпуч известь РП;сыпуч кокс пыль УСТК;сыпуч  шпат плав.;ферспл CaC2;ферспл  FeV-80;ферспл  фх850А;эл. энергия;химсталь первый Al_1;химсталь первый C_1;химсталь первый Cr_1;химсталь первый Cu_1;химсталь первый Mn_1;химсталь первый N_1;химсталь первый Ni_1;химсталь первый P_1;химсталь первый S_1;химсталь первый Si_1;химсталь первый Ti_1;химсталь первый V_1;химсталь последний Al;химсталь последний C;химсталь последний Ca;химсталь последний Cr;химсталь последний Mn;химсталь последний Mo;химсталь последний N;химсталь последний P;химсталь последний S;химсталь последний Si;химсталь последний Ti;химсталь последний V;химшлак первый Al2O3_1;химшлак первый CaO_1;химшлак первый FeO_1;химшлак первый MgO_1;химшлак первый MnO_1;химшлак первый R_1;химшлак первый SiO2_1;химшлак последний Al2O3;химшлак последний CaO;химшлак последний FeO;химшлак последний MgO;химшлак последний MnO;химшлак последний R;химшлак последний SiO2
1429;39,0;44,8333333;2,99082745;0,303631;0,103415;0,0394178;1552,0;1591,0;9,452342;12819,7530864;114,6;1,0;14,126;0,08;0,05;0,042;0,02;0,049371;0,197;5192,0;0,002;0,523;0,32;0,103;0,7;0,012;0,068;0,01;0,019;0,474;0,002;0,004;0,003;0,77;0,0007;0,416;0,777;0,005;0,012;0,011;0,014;0,569;0,003;0,037000000000000005;4,4;58,8;0,4;14,5;0,12;2,9;20,2;5,2;60,7;0,6;6,4;0,11;2,7;22,5
1430;54,0;43,0166667;3,2002946;0,35457;0,131795;0,0398505;1554,0;1581,0;18,603952;13350,4451039;117,3;1,0;26,676;0,087;0,05;0,039;0,02;0,049913;0,18;4999,0;0,002;0,489;0,336;0,102;0,7140000000000001;0,012;0,08;0,013;0,015;0,459;0,002;0,004;0,003;0,76;0,0002;0,418;0,779;0,01;0,013;0,014;0,011;0,5589999999999999;0,003;0,037000000000000005;4,8;56,3;0,8;13,8;0,18;2,5;22,1;4,9;45,7;0,5;8,7;0,12;2,4;18,9
1431;52,0;41,5;3,3735039;0,372032;0,131365;0,0481962;1558,0;1582,0;11,9114873;12916,0038797;117,7;1,0;16,418;0,087;0,05;0,038;0,02;0,060366;0,194;3699,0;0,002;0,481;0,325;0,087;0,711;0,011;0,069;0,013;0,016;0,458;0,002;0,003;0,003;0,7759999999999999;0,0001;0,417;0,787;0,006999999999999999;0,012;0,014;0,014;0,573;0,003;0,036000000000000004;4,5;54,0;0,9;23,5;0,16;2,6;20,6;5,1;54,8;0,6;17,4;0,09;2,5;22,1
1432;53,0;45,2;2,7633662999999995;0,317621;0,089311;0,0393751;1562,0;1589,0;11,4779308;12299,2874109;115,5000001;1,0;17,134;0,159;0,05;0,037000000000000005;0,02;0,049479;0,22699999999999998;4315,0;0,002;0,507;0,307;0,084;0,696;0,01;0,059;0,01;0,015;0,479;0,002;0,003;0,004;0,774;0,0002;0,417;0,779;0,005;0,011;0,011;0,011;0,56;0,003;0,037000000000000005;4,8;59,4;0,5;12,0;0,08;3,0;20,0;4,1;55,9;0,6;11,8;0,2;2,2;25,6
1433;13,0;44,21666670000001;3,0;0,368785;0,121647;0,042148800000000014;1588,0;1585,0;17,1713746;13112,2244489;117,8;1,0;25,261;0,129;0,05;0,041;0,02;0,053024;0,205;3635,0;0,002;0,474;0,32299999999999995;0,101;0,655;0,011;0,071;0,013;0,02;0,462;0,002;0,004;0,003;0,78;0,0003;0,419;0,789;0,009000000000000001;0,013;0,014;0,014;0,568;0,003;0,039;3,6;50,8;0,4;12,6;0,07;2,7;18,6;5,7;56,4;0,5;10,8;0,08;2,8;20,4
1434;13,0;44,8666667;2,99082745;0,3519939;0,115197;0,0407394;1577,0;1580,0;15,3626497;13127,272727299998;115,1;1,0;22,805;0,138;0,05;0,04;0,02;0,051251;0,213;3971,0;0,002;0,476;0,313;0,086;0,652;0,012;0,07400000000000001;0,009000000000000001;0,017;0,47;0,002;0,003;0,003;0,779;0,0002;0,414;0,7909999999999999;0,008;0,012;0,009000000000000001;0,012;0,563;0,003;0,038;5,0;56,3;0,4;12,3;0,08;2,8;20,2;3,7;60,2;0,5;11,5;0,08;2,4;24,7
1435;14,0;41,1833333;2,99082745;0,3415477;0,12508699999999998;0,0411424;1576,0;1579,0;15,185962;12931,147541;116,2;1,0;20,674;0,145;0,05;0,041;0,02;0,051758000000000005;0,214;3944,0;0,002;0,478;0,314;0,104;0,647;0,011;0,068;0,006999999999999999;0,017;0,464;0,001;0,003;0,003;0,7609999999999999;0,0004;0,403;0,792;0,008;0,012;0,008;0,013;0,561;0,003;0,039;4,7;47,1;1,4;15,6;0,23;2,7;17,3;4,3;55,9;0,7;12,4;0,18;2,2;25,4
1436;15,0;40,6666667;3,5008748999999995;0,1737749;0,071939;0,0394747;1549,0;1582,0;17,5874923;13431,7848411;111,8;1,0;23,748;0,115;0,05;0,056;0,02;0,04966;0,2;4578,0;0,002;0,615;0,317;0,08900000000000001;0,703;0,01;0,056;0,01;0,014;0,498;0,002;0,004;0,004;0,7659999999999999;0,0008;0,401;0,778;0,006;0,009000000000000001;0,01;0,011;0,55;0,003;0,039;3,7;53,8;0,5;9,2;0,08;3,0;18,1;4,9;60,5;1,0;6,1;0,13;2,7;22,5
1437;15,0;43,0166667;4,0;0,226827;0,136697;0,037376199999999984;1588,0;1587,0;12,767327900000002;13350,6382979;113,3;1,0;18,236;0,096;0,05;0,042;0,02;0,04702;0,249;3486,0;0,002;0,5720000000000001;0,297;0,099;0,624;0,012;0,06;0,008;0,018000000000000002;0,451;0,002;0,003;0,003;0,755;0,0003;0,418;0,787;0,006999999999999999;0,012;0,009000000000000001;0,013;0,5660000000000001;0,003;0,036000000000000004;4,8;62,0;0,6;9,0;0,09;2,8;22,1;5,2;60,8;0,4;7,6;0,07;2,8;22,1
1438;15,0;39,7;3,0;0,363039;0,162583;0,041286300000000005;1602,0;1591,0;18,1532077;12901,3574661;116,5;1,0;23,816;0,134;0,05;0,042;0,02;0,051939;0,28300000000000003;3168,0;0,001;0,493;0,285;0,102;0,5870000000000001;0,012;0,081;0,009000000000000001;0,018000000000000002;0,429;0,001;0,004;0,003;0,773;0,0003;0,422;0,795;0,006;0,012;0,009000000000000001;0,013;0,5770000000000001;0,003;0,04;3,1;55,9;0,3;13,7;0,13;2,1;26,4;3,8;52,5;0,4;15,8;0,08;2,3;23,3
1439;17,0;41,0666667;3,3184713;0,26565300000000003;0,101093;0,0392736;1566,0;1588,0;16,38343;13761,1764706;111,1;1,0;21,972;0,126;0,05;0,042;0,02;0,049407;0,201;3899,0;0,002;0,55;0,315;0,094;0,667;0,011;0,06;0,009000000000000001;0,017;0,474;0,002;0,003;0,003;0,765;0,0003;0,414;0,787;0,006999999999999999;0,012;0,01;0,011;0,57;0,003;0,039;3,6;51,9;0,4;12,4;0,08;2,7;19,5;5,3;61,5;0,2;9,6;0,06;2,8;22,3
1440;17,0;42,3666667;3,7339015;0,185953;0,099502;0,0414588;1548,0;1584,0;18,8825243;13495,2308857;115,4;1,0;25,932;0,132;0,05;0,07;0,02;0,052156;0,231;4952,0;0,002;0,631;0,304;0,115;0,638;0,011;0,066;0,008;0,018000000000000002;0,479;0,002;0,004;0,003;0,78;0,0004;0,426;0,794;0,004;0,013;0,009000000000000001;0,012;0,574;0,003;0,039;3,7;49,1;0,5;11,6;0,08;2,5;19,9;4,7;54,3;0,6;10,5;0,07;2,5;21,6
1441;14,0;40,55;4,4257897;0,326787;0,100921;0,0389;1602,0;1627,0;17,7842669;14229,321663;109,2;1,0;23,989;0,135;0,05;0,042;0,02;0,048937;0,16899999999999998;5419,0;0,002;0,504;0,33;0,077;0,721;0,012;0,051;0,011;0,016;0,481;0,002;0,003;0,004;0,753;0,0003;0,42;0,795;0,004;0,013;0,012;0,011;0,583;0,003;0,039;3,4;62,3;0,2;8,3;0,06;2,7;23,0;4,6;64,2;0,2;4,4;0,06;2,7;23,9
1442;11,0;45,55;3,3402637000000004;0,364735;0,14662999999999998;0,0400208;1577,0;1593,0;12,4565604;12954,375;113,6;1,0;18,671;0,145;0,05;0,041;0,02;0,050347;0,155;4606,0;0,003;0,487;0,341;0,131;0,685;0,011;0,068;0,013;0,018000000000000002;0,43;0,002;0,003;0,004;0,765;0,0006;0,401;0,7879999999999999;0,009000000000000001;0,01;0,014;0,011;0,556;0,003;0,041;3,7;62,5;0,2;8,7;0,06;2,7;23,6;4,4;51,0;0,5;5,9;0,07;2,7;18,8
1443;23,0;40,0166667;3,3165322999999995;0,378488;0,11997;0,0410558;1570,0;1590,0;14,4607247;13436,2204724;116,3;1,0;19,289;0,146;0,05;0,042;0,02;0,051649;0,21600000000000005;4740,0;0,002;0,483;0,315;0,14400000000000002;0,653;0,012;0,07400000000000001;0,01;0,02;0,457;0,002;0,003;0,003;0,765;0,0004;0,416;0,7859999999999999;0,006;0,013;0,011;0,014;0,565;0,003;0,037000000000000005;3,6;48,9;1,0;10,7;0,08;2,7;18,2;4,4;61,3;0,4;8,6;0,06;2,8;22,0
1444;10,0;42,0166667;3,3300578;0,408491;0,13858900000000002;0,0404238;1562,0;1590,0;13,3213672;13385,2173913;114,8;1,0;18,513;0,127;0,05;0,041;0,02;0,050854;0,287;5131,0;0,001;0,4270000000000001;0,282;0,085;0,596;0,013;0,059;0,006999999999999999;0,018000000000000002;0,446;0,001;0,002;0,003;0,779;0,0002;0,421;0,797;0,004;0,012;0,009000000000000001;0,013;0,57;0,003;0,038;3,5;59,5;0,5;11,7;0,08;2,3;25,6;4,5;57,3;0,7;13,1;0,13;2,3;25,2
1445;19,0;41,2;3,5841758;0,408731;0,135278;0,0407394;1564,0;1602,0;17,844902899999994;14091,2751678;116,3;1,0;24,506999999999998;0,14600000000000002;0,050000100000000006;0,056;0,02;0,051251000000000005;0,217;5249,0;0,002;0,405;0,313;0,125;0,662;0,012;0,087;0,011;0,022;0,444;0,001;0,003;0,003;0,777;0,0002;0,417;0,782;0,005;0,016;0,012;0,011;0,5539999999999999;0,003;0,037000000000000005;3,1;52,7;0,4;10,3;0,09;2,8;18,7;4,1;56,9;0,5;12,2;0,17;2,3;24,9
1446;12,0;46,2333333;3,6806527;0,393883;0,115111;0,0396758;1564,0;1608,0;9,8345515;12762,8865979;114,3;1,0;14,800999999999998;0,063;0,05;0,041;0,02;0,049913;0,231;6190,0;0,002;0,441;0,309;0,091;0,682;0,012;0,071;0,011;0,019;0,467;0,002;0,003;0,003;0,777;0,0002;0,424;0,7859999999999999;0,005;0,013;0,013;0,015;0,547;0,003;0,038;3,8;61,1;1,0;16,8;0,2;2,9;21,4;3,9;55,7;0,5;11,9;0,19;2,2;25,0
1447;14,0;42,8666667;2,99082745;0,435742;0,139836;0,0391011;1592,0;1583,0;12,6853448;12839,2082941;113,9;1,0;17,985;0,075;0,05;0,042;0,02;0,04919;0,184;3784,0;0,002;0,407;0,327;0,096;0,6659999999999999;0,012;0,084;0,013;0,019;0,438;0,001;0,003;0,003;0,772;0,0002;0,419;0,785;0,009000000000000001;0,013;0,014;0,012;0,565;0,003;0,037000000000000005;3,4;59,5;0,3;11,5;0,09;2,4;25,0;4,4;57,2;1,0;11,6;0,11;2,3;24,9
1448;9,0;46,7;2,99082745;0,420288;0,145254;0,0399064;1604,0;1583,0;12,2267429;12950,2812148;116,3;1,0;18,999;0,063;0,05;0,042;0,02;0,050203;0,278;3198,0;0,002;0,43;0,28;0,07400000000000001;0,624;0,013;0,052000000000000005;0,009000000000000001;0,016;0,441;0,001;0,003;0,003;0,777;0,0001;0,417;0,7879999999999999;0,004;0,014;0,01;0,012;0,569;0,003;0,037000000000000005;3,8;51,4;0,5;15,9;0,15;2,6;19,7;4,6;54,8;0,4;12,0;0,15;2,1;25,6
1449;8,0;43,85;2,99082745;0,37596;0,085914;0,0393889;1595,0;1584,0;10,9268722;13078,368356;114,1;1,0;15,847;0,063;0,05;0,042;0,02;0,049552;0,166;2939,0;0,001;0,442;0,336;0,08199999999999999;0,722;0,011;0,066;0,01;0,016;0,479;0,002;0,003;0,003;0,773;0,0003;0,416;0,7809999999999999;0,005;0,012;0,011;0,011;0,5589999999999999;0,003;0,036000000000000004;3,4;49,1;0,5;11,0;0,11;3,0;16,5;3,8;51,9;0,6;15,4;0,16;2,6;19,7
1450;11,0;45,7;2,99082745;0,38044;0,102899;0,0393511;1568,0;1580,0;11,5949945;13148,3076923;114,7;1,0;17,502;0,105;0,05;0,042;0,02;0,049443;0,226;4748,0;0,002;0,442;0,307;0,066;0,7020000000000001;0,011;0,046;0,008;0,015;0,475;0,002;0,003;0,003;0,78;0,0003;0,419;0,79;0,004;0,013;0,01;0,011;0,574;0,004;0,037000000000000005;3,6;62,2;1,0;11,9;0,1;2,8;21,9;6,9;58,4;0,3;9,3;0,06;2,8;20,7
1451;11,0;48,8833333;2,99082745;0,46472;0,155875;0,0405944;1579,0;1586,0;11,4296625;13122,3659889;117,9;1,0;18,624;0,126;0,05;0,041;0,02;0,050998;0,226;3944,0;0,002;0,36;0,309;0,085;0,654;0,011;0,05;0,008;0,02;0,434;0,001;0,003;0,003;0,772;0,0003;0,415;0,787;0,004;0,014;0,009000000000000001;0,014;0,58;0,003;0,037000000000000005;3,6;50,7;0,8;12,6;0,19;2,7;19,1;4,4;57,6;0,4;14,1;0,08;2,3;25,2
1452;14,0;46,55;2,99082745;0,411175;0,130677;0,0397889;1592,0;1591,0;8,8839231;13712,7596439;115,1;1,0;13,738;0,1;0,05;0,041;0,02;0,049986;0,215;3851,0;0,002;0,428;0,316;0,08199999999999999;0,696;0,01;0,052000000000000005;0,009000000000000001;0,016;0,446;0,002;0,003;0,003;0,778;0,0002;0,419;0,785;0,004;0,012;0,009000000000000001;0,012;0,561;0,003;0,037000000000000005;3,7;55,8;0,7;13,5;0,08;2,3;24,6;4,7;61,8;0,6;7,9;0,08;2,7;22,5
1453;17,0;47,0333333;2,99082745;0,39377;0,126248;0,0402203;1562,0;1588,0;11,1269813;13160,0578871;116,6;1,0;17,355;0,051;0,05;0,042;0,02;0,050528;0,23;5052,0;0,002;0,41;0,306;0,087;0,669;0,01;0,057;0,006999999999999999;0,017;0,449;0,002;0,003;0,004;0,77;0,0006;0,419;0,785;0,006;0,011;0,009000000000000001;0,012;0,569;0,004;0,038;3,6;60,0;0,8;12,3;0,17;2,9;20,4;5,2;61,6;0,5;7,6;0,08;2,8;22,1
1454;14,0;45,4;2,99082745;0,40885;0,121905;0,0396161;1597,0;1580,0;9,7556132;13120,3125;114,5;1,0;14,628;0,101;0,05;0,042;0,02;0,049769;0,16399999999999998;3732,0;0,002;0,441;0,336;0,079;0,6990000000000001;0,009000000000000001;0,057;0,01;0,018000000000000002;0,448;0,002;0,003;0,003;0,768;0,0001;0,417;0,785;0,004;0,012;0,011;0,015;0,565;0,003;0,038;3,3;55,3;0,5;16,9;0,19;2,3;23,6;4,1;55,9;0,4;16,4;0,08;2,5;22,1
1455;16,0;42,8666667;2,99082745;0,439145;0,139406;0,0385789;1567,0;1582,0;10,3468384;13548,8817891;114,1;1,0;14,727;0,051;0,05;0,04;0,02;0,048466;0,203;3534,0;0,001;0,411;0,317;0,101;0,6629999999999999;0,01;0,056;0,008;0,019;0,44;0,001;0,003;0,003;0,7709999999999999;0,0002;0,418;0,7859999999999999;0,004;0,012;0,01;0,015;0,568;0,003;0,037000000000000005;3,8;52,4;1,1;23,3;0,84;2,5;21,2;4,5;49,2;0,5;14,0;0,14;2,4;20,6
1456;13,0;46,1666667;2,4877336;0,72836;0,122396;0,0391552;1559,0;1582,0;11,6506137;13732,4002799;115,7;1,0;17,929000000000006;0,168;0,05;0,031;0,02;0,04919;0,17600000000000002;5451,0;0,002;0,188;0,335;0,092;0,7090000000000001;0,01;0,062;0,009000000000000001;0,018000000000000002;0,46;0,001;0,003;0,003;0,75;0,0001;0,415;0,782;0,005;0,012;0,011;0,013;0,561;0,003;0,036000000000000004;3,7;60,1;0,6;16,1;0,24;2,7;22,2;3,2;57,3;0,5;14,8;0,2;2,2;25,6
1457;30,0;53,8666667;4,3414864;0,571435;0,118148;0,0925965;1527,0;1600,0;20,8190917;14224,122137399998;115,3;1,0;32,472;0,16699999999999998;0,05;0,031;0,02;0,103262;0,241;7764,0;0,001;0,358;0,17;0,092;0,612;0,012;0,058;0,006;0,02;0,436;0,002;0,002;0,003;0,848;0,0004;0,29;0,7929999999999999;0,003;0,016;0,008;0,013;0,546;0,003;0,083;3,2;48,2;0,8;9,5;0,19;2,7;17,7;4,5;59,2;0,5;6,2;0,13;2,2;26,7
1458;35,0;46,6833333;3,4838435;0,50762;0,118652;0,0938749;1571,0;1599,0;16,264415900000003;13414,5530146;115,9;1,0;13,382;0,11;0,05;0,042;0,02;0,104275;0,192;5377,0;0,002;0,444;0,196;0,08800000000000001;0,6829999999999999;0,011;0,062;0,009000000000000001;0,016;0,449;0,001;0,002;0,003;0,857;0,0003;0,293;0,812;0,004;0,016;0,011;0,013;0,546;0,003;0,085;3,0;60,1;0,6;12,3;0,22;2,6;23,6;4,3;58,0;0,6;6,2;0,16;2,2;26,1
1459;38,0;48,9;3,5122567000000005;0,4829273;0,118484;0,0917122;1562,0;1599,0;13,6278038;13440,1534527;114,0;1,0;17,754;0,222;0,05;0,041;0,02;0,10225;0,185;5839,0;0,002;0,465;0,198;0,084;0,721;0,011;0,052000000000000005;0,012;0,017;0,447;0,002;0,003;0,004;0,8590000000000001;0,0004;0,29;0,804;0,003;0,014;0,013;0,01;0,544;0,003;0,085;4,5;58,8;0,6;11,0;0,2;2,5;23,4;4,9;51,0;0,6;7,5;0,14;2,6;19,4
1460;43,0;43,0333333;4,4336248;0,5023782999999999;0,118796;0,0928193;1539,0;1588,0;20,680273100000004;14134,3085106;115,3;1,0;15,987;0,147;0,05;0,038;0,02;0,103443;0,172;5905,0;0,002;0,421;0,206;0,083;0,662;0,013;0,058;0,008;0,015;0,444;0,001;0,003;0,003;0,858;0,0003;0,29100000000000004;0,7929999999999999;0,003;0,018000000000000002;0,011;0,011;0,532;0,003;0,084;3,7;49,5;0,8;12,0;0,32;2,6;19,1;4,2;56,6;0,6;13,1;0,17;2,2;25,4
1461;36,0;49,3833333;4,0;0,4678735;0,112224;0,0904997;1567,0;1587,0;15,7120084;13263,6871508;113,2;1,0;16,646;0,136;0,05;0,041;0,02;0,101201;0,049;5276,0;0,002;0,472;0,263;0,1;0,691;0,012;0,066;0,01;0,016;0,457;0,002;0,003;0,003;0,855;0,0003;0,28800000000000003;0,8029999999999999;0,005;0,018000000000000002;0,012;0,011;0,546;0,003;0,084;3,7;53,1;0,4;10,6;0,12;2,6;20,5;3,5;57,3;0,5;13,2;0,19;2,2;25,7
1462;43,0;47,5333333;4,0;0,503845;0,119984;0,0923374;1566,0;1581,0;18,8492754;13797,6976209;114,9;1,0;13,005999999999998;0,13699999999999998;0,05;0,041;0,02;0,103154;0,113;4994,0;0,002;0,458;0,231;0,112;0,687;0,011;0,064;0,01;0,016;0,446;0,002;0,003;0,004;0,855;0,0005;0,287;0,8009999999999999;0,004;0,018000000000000002;0,011;0,011;0,552;0,003;0,084;5,4;57,1;0,8;8,5;0,08;2,6;22,0;4,5;50,9;0,3;9,1;0,08;2,7;19,1
1463;53,0;43,3666667;3,5456262;0,5129229999999999;0,159032;0,0910075;1584,0;1592,0;17,634231600000003;13341,8439716;113,2;1,0;13,451;0,103;0,05;0,041;0,02;0,101345;0,116;4703,0;0,002;0,414;0,229;0,093;0,6729999999999999;0,012;0,066;0,013;0,018000000000000002;0,405;0,001;0,004;0,003;0,846;0,0003;0,29;0,797;0,005;0,019;0,015;0,012;0,544;0,003;0,085;3,1;57,0;0,4;16,0;0,33;2,2;25,9;4,5;51,4;0,4;17,7;0,24;2,1;25,1
1464;39,0;47,05;3,5826644999999995;0,49048;0,109568;0,08903639999999999;1547,0;1579,0;13,2031364;13505,3731343;113,1;1,0;14,032;0,18600000000000005;0,05;0,042;0,02;0,099284;0,166;5027,0;0,002;0,453;0,203;0,087;0,6609999999999999;0,012;0,064;0,008;0,016;0,452;0,001;0,002;0,004;0,8440000000000001;0,0037;0,287;0,799;0,005;0,018000000000000002;0,01;0,011;0,547;0,003;0,08199999999999999;3,6;59,7;0,3;10,3;0,1;2,4;25,0;3,2;57,2;0,5;14,3;0,21;2,2;25,5
1465;41,0;45,0333333;3,2168459;0,5203589;0,12779200000000002;0,0922533;1580,0;1582,0;21,518148;12620,0956938;115,7;1,0;14,459;0,197;0,05;0,03;0,02;0,103009;0,104;4396,0;0,002;0,421;0,24;0,079;0,6990000000000001;0,01;0,063;0,01;0,024;0,447;0,002;0,002;0,004;0,856;0,0004;0,289;0,7909999999999999;0,005;0,019;0,011;0,011;0,544;0,003;0,083;3,4;53,0;0,7;8,5;0,09;2,9;18,5;4,3;49,7;0,9;8,3;0,12;2,5;20,0
1466;41,0;47,3833333;4,0;0,4813850000000001;0,100988;0,0903927;1577,0;1583,0;16,2774617;13369,3430657;113,0;1,0;12,398;0,259;0,05;0,038;0,02;0,100948;0,155;4579,0;0,002;0,464;0,212;0,079;0,7;0,011;0,05;0,009000000000000001;0,016;0,46;0,002;0,002;0,004;0,846;0,0004;0,29100000000000004;0,79;0,003;0,018000000000000002;0,011;0,011;0,531;0,003;0,081;5,5;57,8;0,6;11,2;0,08;2,7;21,3;4,0;56,9;0,8;10,6;0,19;2,2;25,9
1467;54,0;53,8833333;3,24895;0,459905;0,074648;0,0905466;1552,0;1587,0;8,409386;13346,2339253;112,9;1,0;11,946;0,145;0,05;0,041;0,02;0,101201;0,123;6054,0;0,002;0,476;0,223;0,079;0,7240000000000001;0,009000000000000001;0,052000000000000005;0,012;0,016;0,474;0,002;0,003;0,004;0,87;0,0005;0,287;0,792;0,003;0,014;0,014;0,013;0,546;0,003;0,085;6,7;59,4;0,6;11,7;0,08;3,1;19,3;3,2;59,3;0,4;10,4;0,12;2,4;24,6
1468;65,0;42,3666667;3,0403507000000003;0,5127385;0,094208;0,092227;1574,0;1580,0;16,949275399999998;13667,6867687;114,5000001;1,0;11,695;0,14500000000000002;0,05;0,031;0,02;0,103371;0,07200000000000001;4218,0;0,003;0,428;0,249;0,107;0,7240000000000001;0,01;0,06;0,014;0,017;0,457;0,002;0,004;0,003;0,867;0,0003;0,271;0,777;0,005;0,017;0,017;0,013;0,522;0,003;0,084;4,1;60,3;0,5;12,3;0,14;2,7;22,1;4,3;58,9;0,8;11,5;0,14;2,7;22,1
1469;66,0;50,0333333;2,4358009;0,465685;0,13391199999999998;0,0909513;1586,0;1583,0;15,3726894;12939,7459165;113,5;1,0;10,257;0,149;0,05;0,062;0,02;0,101309;0,181;3961,0;0,002;0,448;0,196;0,103;0,6809999999999999;0,01;0,077;0,011;0,017;0,426;0,001;0,003;0,003;0,8440000000000001;0,0002;0,304;0,81;0,004;0,017;0,013;0,013;0,5479999999999999;0,003;0,086;3,7;52,6;0,7;15,6;0,47;2,3;23,3;4,4;54,4;0,4;13,7;0,24;2,4;22,8
1470;31,0;47,0166667;2,8256039;0,246835;0,118456;0,0387561;1552,0;1589,0;10,2601914;12301,1269722;115,7;1,0;16,08;0,053;0,05;0,041;0,02;0,048756;0,187;4548,0;0,002;0,569;0,328;0,08800000000000001;0,6940000000000001;0,011;0,078;0,012;0,014;0,471;0,002;0,003;0,003;0,7609999999999999;0,0002;0,418;0,777;0,014;0,012;0,012;0,01;0,5589999999999999;0,003;0,037000000000000005;3,9;61,0;0,4;10,6;0,08;2,8;21,5;4,1;55,2;1,0;9,0;0,19;2,2;25,5
1471;46,0;42,3666667;2,6653992000000004;0,339285;0,14198;0,0389;1569,0;1582,0;15,5669552;12875,793291;114,4;1,0;21,984;0,087;0,05;0,064;0,02;0,048937;0,207;3945,0;0,002;0,524;0,317;0,087;0,6629999999999999;0,011;0,06;0,01;0,015;0,443;0,001;0,002;0,003;0,762;0,0002;0,419;0,779;0,005;0,015;0,01;0,011;0,568;0,003;0,036000000000000004;3,9;49,4;0,4;11,7;0,14;2,4;20,4;3,9;49,1;0,5;11,5;0,13;2,5;19,7
1472;43,0;42,0166667;2,3654778;0,4051300000000001;0,125824;0,0381234;1572,0;1582,0;9,7469584;12684,3295638;112,9;1,0;13,486;0,097;0,05;0,063;0,02;0,04796;0,206;4362,0;0,002;0,45;0,314;0,093;0,6609999999999999;0,009000000000000001;0,07200000000000001;0,008;0,017;0,458;0,002;0,003;0,003;0,7659999999999999;0,0001;0,418;0,789;0,008;0,012;0,01;0,011;0,565;0,003;0,036000000000000004;3,9;47,5;0,6;10,5;0,12;2,6;18,6;5,0;54,1;0,7;8,3;0,11;2,4;22,9
1473;47,0;45,0333333;3,2515078;0,3441153;0,128348;0,0384112;1538,0;1575,0;14,0205882;13182,9850746;115,4;1,0;20,657;0,075;0,05;0,042;0,02;0,048322;0,243;4907,0;0,001;0,486;0,304;0,085;0,647;0,011;0,058;0,008;0,016;0,465;0,002;0,002;0,003;0,7490000000000001;0,0004;0,423;0,7909999999999999;0,004;0,012;0,009000000000000001;0,012;0,574;0,003;0,035;3,6;52,7;0,5;13,4;0,11;2,5;21,2;4,2;52,9;0,5;11,6;0,07;2,4;21,7
1474;38,0;42,8333333;2,5122616;0,24117;0,088112;0,0378937;1535,0;1581,0;11,3154864;12762,9365645;110,3;1,0;16,156;0,07999999999999999;0,05;0,06100000000000001;0,02;0,047671;0,192;4974,0;0,002;0,537;0,321;0,083;0,703;0,009000000000000001;0,054000000000000006;0,009000000000000001;0,016;0,47;0,003;0,003;0,004;0,763;0,0006;0,42;0,785;0,004;0,01;0,01;0,011;0,565;0,004;0,037000000000000005;4,6;64,3;0,3;5,7;0,06;2,9;22,5;4,9;65,5;0,3;5,1;0,05;2,8;22,7
1475;32,0;48,8833333;3,0381471;0,375735;0,149368;0,0396758;1531,0;1573,0;11,6070235;12962,720403;117,0;1,0;18,913;0,08;0,05;0,06;0,02;0,049913;0,249;5718,0;0,002;0,454;0,299;0,09;0,662;0,01;0,067;0,006999999999999999;0,016;0,442;0,002;0,002;0,003;0,752;0,0003;0,42;0,7879999999999999;0,005;0,012;0,009000000000000001;0,013;0,568;0,003;0,035;3,0;59,2;0,3;12,3;0,12;2,3;25,7;3,1;59,2;0,4;12,6;0,13;2,3;25,8
1476;28,0;41,55;1,3905079;0,3864800000000001;0,15858;0,039532;1611,0;1579,0;19,5200974;11694,3820225;116,3;1,0;26,71;0,14;0,05;0,04;0,02;0,049732;0,224;2602,0;0,002;0,446;0,311;0,078;0,688;0,009000000000000001;0,052000000000000005;0,012;0,016;0,4270000000000001;0,001;0,003;0,003;0,785;0,0001;0,419;0,789;0,004;0,011;0,013;0,011;0,563;0,003;0,037000000000000005;4,0;46,4;0,6;12,9;0,12;2,2;20,9;4,9;47,5;0,3;14,4;0,1;2,3;20,2
1477;10,0;44,5333333;2,0;0,46369;0,15478;0,0402514;1584,0;1577,0;10,8693862;13042,3728814;118,4;1,0;16,135;0,079;0,05;0,041;0,02;0,050637;0,26;4275,0;0,002;0,414;0,295;0,078;0,637;0,011;0,062;0,009000000000000001;0,018000000000000002;0,438;0,002;0,002;0,003;0,77;0,0003;0,417;0,789;0,006999999999999999;0,012;0,01;0,013;0,569;0,003;0,036000000000000004;3,4;39,7;0,5;8,5;0,1;2,3;16,9;4,2;56,6;1,0;10,2;0,09;2,3;24,9
